Title;Description;Asset type;Tags
AdobeStock_178115378;Chief Project Engineer Holds Briefing for a Team of Scientists that are Building Machine Learning System. Displays Show Working Model of Neural Network.;Photos;lecture,security,meeting,display,Center,future,briefing,server,ai,intelligence,diversity,man,learning,monitor,talking,screen,office,software,data,Woman,innovation,cyber,computer,chief,black,neural,Team,internet,network,scientist,monitoring,science,system,Control,research,artificial,technology,room,connection,Tech,manager,engineer,leader,Adobe Stock,work,Business,analytics,african,female,american,male,machine
Tosa Print B CO;;Photos;advertising,material,Tosa,swirl,futuristic,2016 Global Campaign,print
MME xGuard Family - 8;;Photos;leak,MME xGuard Family,process automation,PAEN,gas,digital,system,xguard family,MME,gas leak detection system,technology,PAMA,PA,detection,Family,measurement made easy
ABB’s mobile and autonomous YuMi® laboratory robot 02;ABB demonstrates concept of mobile laboratory robot for Hospital of the Future with mobile and autonomous YuMi® laboratory robots that will be designed to work alongside medical staff and lab workers. Here new robotics technologies will be developed in ABB’s first global healthcare research hub at Texas Medical Center (TMC) Innovation Institute in Houston and the global market is estimated to reach nearly 60,000 non-surgical medical robots by 2025, almost quadrupling since 2018.;Photos;Healthcare,BU Robotics,Texas Medical Center,mobile laboratory,mobile YuMi,Robotics,Robotics & Discrete Automation,TMC,Houston,YuMi,ABB Robotics,PA,hospital
Lars Foerberg portrait - ABB Board of Directors;"Non-executive member of the Board of Directors, ABB Ltd, since 2017.
";Photos;BoD,Board of Directors,portrait,functional imagery,official
Lars Foerberg portrait - ABB Board of Directors;"Non-executive member of the Board of Directors, ABB Ltd, since 2017.
";Photos;BoD,Board of Directors,portrait,functional imagery,official
B&R - 8FLI31.1248.00I-2 - front;ACOPOS 6D;Photos;Mechatronic Systems,ACOPOS 6D,ACOPOS 6D Segment,b&r,mechatronics,ACOPOS6D,ABB B&R
B&R - Sandeep Agarwal - 8;Sandeep Agarwal;Photos;business portrait,B&R CFO,Sandeep Agarwal,portrait,B&R,business people,people,ABB B&R,Management,official portrait
ABB EB DAVID ROBOTICS 12;;Photos;Employer Branding,indoor,Robotics,HR Manager,Employer Branding campaign,ABB People,HR
B&R - Florian Schneeberger portrait;;Photos;management,portrait,business portait,Florian Schneeberger,B&R,business people,people,official portrait
Compressor image used in advertisements, posters and roll-ups;Mixers image is used in DM campaign. Photo taken at the Viikinm_ki wastewater treatment plant in Helsinki, Finland.;Photos;Finland,compressor,wastewater plant,image,wastewater,Helsinki
B&R - ACOPOStrak M2M;B&R Innovations website 800x534px;Photos;ACOPOStrak,website,product promotion,innovation spotlight,b&r,innovations,m2m
22 - Karin Lepasoon;"Chief Communications and Sustainability Officer,
Member of the Group Executive Committee of ABB Ltd";Photos;member,business portrait,Karin Lepasoon,EC,portrait,Executive Committee,official,executive committe,official portrait
APC2 controllers ;1998 MultiDrive detail, six APC2 controllers control unit;Photos;ST-4055,control unit,APC2 controllers,1998,MultiDrive detail,multidrive,historical image
Employer Branding - 22;;Photos;branding,employer branding,marketing,human resources,HR,employer branding campaign,marketing materials,HR marketing,ABB employer branding,employer
HPGR Mining;Mining application specific visuals;Photos;visual,#Motion,Mining,System Drives,application image,mining industry,HPGR
GettyImages_1252669350;;Photos;brunette,GettyImages,cord,Getty Images,alternative energy,lifestyle,exterior,sustainability
AdobeStock_85290749;frozen red raspberries in sorting and processing machines;Photos;teamwork,sweet,healthy,plant,premium,fresh,delicious,selection,nature,process,White,processing,factory,nobody,color,cold,background,sort,agriculture,People,Chile,Group,macro,freshness,making,ICE,ripe,Warehouse,red,manufacturing,closeup,hand,frost,Adobe Stock,Food,packing,work,freezer,raspberry,harvest,organic,industrial,selected,Production,industry,berry,natural,freeze,fruit,sorting
ABB TISSOT SIDE 4183 ret;;Photos;solar industry,solar panels,progress,tissot arena,tissot,Biel,sideshots,Switzerland,solar energy
GettyImages_688081119;;Photos;horizontal,GettyImages,transport,nature,water pipe,Getty Images,environment,gasoline,metal,pipe,gas,oil,steel
Employer Branding Photoshoot - 70;;Photos;Cracow,branding,Krakow,employer branding,ABB,ABB Poland,Poland,photoshoot,employer
GettyImages - 1414903582;Warehouse worker. Portrait woman holding a clipboard to inspect goods in a warehouse wearing safety helmet confidently ready to work. International export warehousing business concept.;Photos;hard hat,GettyImages,safety clothing,vest,checklist,Getty Images,woman,worker,clipboard,export,wpman,helmet,storage,safety,person,business,work,warehouse,female,industry,checking
EL Service - People image - 34;"ABB Electrification Service.
Collection of photos, images and graphics from Electrification Service that can be used for internal and/or external purposes.";Photos;electrification service,ELSE,EL,Australia,electrification,service,EL service,people
Switchgear from 1946;Switchgear, Brown Boveri (BBC);Photos;Brown Boveri,BBC,1946,switchgear
AdobeStock_401287038;Side view female nurse wearing sterile protective uniform pushing buttons on modern sterilization machine while working in hospital.;Photos;mask,side view,horizontal,doctor,medicine,tool,occupation,physician,employee,woman,workplace,modern,expertise,procedure,control,expert,focus,sterilizer,uniform,medical,professional,clinic,button,health care,service,profession,safety,facility,medic,workspace,Adobe Stock,specialist,work,competent,sterile,nurse,sterilisation,female,equipment,machine,hospital,indoors
AdobeStock_513124549;;Photos;sea,aerial,tourism,beach,landscape,beautiful,ocean,environmental conservation,blue,nature,environment,bay,earth,travel,background,view,wave,summer,outdoor,Adobe Stock,shore,coast
CN MOIM - 4;;Photos;factory,CN,MOIM
3 - Peter Voser;Chairman of the Board of Directors;Photos;chairman of the board,chairman,portrait,business portait,functional imagery,business,Peter Voser,official portrait
AdobeStock_337101966;Two Electronics Development Engineers Working on Computers, Talk with Project Manager. Team of Professionals Use CAD Software for the Modern Industrial Engineering Design.;Photos;teamwork,meeting,display,young,technician,future,collaboration,Product,Conversation,screens,talking,dark,development,explanation,mechanical,office,ethnicity,project,Woman,diverse,innovation,computer,developer,evening,agency,black,Team,Construction,Designer,People,creative,working,colleague,engineering,research,Caucasian,technology,room,manufacturing,laboratory,Electronics,facility,manager,engineer,solution,night,discussion,invention,Adobe Stock,industrial,Equipment,female,industry,male
"ABB Ability offering ""pillar"" visual 3";This image can be used only for ABB Ability Electrification Solutions – Digital power for human progress materials.;Photos;human progress materials,digital power,visual,electrification solution,pillar,ABB Ability
Employer Branding_Students_2;"Images to be used for Employer Branding and HR Marketing purposes (digital use; batch 3)";Photos;Employer Branding,marketing,Employer Branding campaign,students,HR,marketing materials,ABB employer branding
ABB EL Cont.line - Detailed view of PLC modules 6;"3ADR310774, 1, en_US_ABB_EL_Cont.line,
Sitesing 23-205, CEWE Control";Photos;PLC,ABB EL,Sitesing 23-205,CEWE Control,control,modules,technology,industrial,detail
Wastewater Treatment Plant;Wastewater Treatment Plant including grit chamber, basins, clarifiers, aeration;Photos;aerial,grit chamber,disinfection,pollution,clarifiers,basins,plant,cloudy,crab,chlorine,fly over,irrigation,tank,drone,water and wastewater,environment,pumps,contaminated,purification,urban,waste,sewage,water,drinking,sludge,flyover,river,bar screen,waterways,No People,City,technology,dirty,infrastructure,water treatment,discharge,ecology,rivers,desalination,aeration,water quality,wastewater,above,municipal wastewater plant,industrial,day,treatment,look-down,industry,fresh water,waste water
Businesswoman and engineer at construction site;Businesswoman explaining to engineer standing with digital tablet at construction site.;Photos;teamwork,architect,occupation,site,Planning,man,entrepreneur,hard,woman,colleagues,expertise,adult,businessman,computer,construction,communication,digital,working,engineering,standing,technology,helmet,hat,Building,engineer,business,explaining,Adobe Stock,businesswoman,team,two,people,female,industry,tablet,male
Mixers image used in advertisements, posters and roll-ups;Mixers image is used in DM campaign.;Photos;mixer,mixer image,mixers,image
ABB EB VISHAL AUTOMATION SYSTEMS 7;Project management for electrical automation and drives, Bengaluru, India.;Photos;teamwork,Employer Branding,Vishal,achievement,customer satisfaction,Automation,collaboration,man,bangalore,shirt,bright,customer,Automation engineer,electrical automation,Product manager,experienced professional,standing,Employer Branding campaign,ABB People,HR,systems,Smiling,Drives
Piston Compressor;"Application type: Piston compressor​

Used in:  Cold storages, commercial cooling (F&B) and industrial cooling (F&B)​

Typical segment: F&B​

Typical power range: 5 kW – 500 kW​

Actual motor: SynRM
Additional info: ​

Piston compressor with an ABB IEC (IE5) SynRM motor and a ACS580-01 wall-mounted general-purpose drive. ​
​
Also works with ACS880-01";Photos;Food and beverage,Beverage,compressor,F&B,F&B application,food,Piston Compressor
AdobeStock_278254536;A bird's-eye view of Helsinki.;Photos;sea,beach,landscape,Finland,ocean,aerial view,europe,blue,nature,road,bay,light,water,buildings,tree,view,grass,summer,Adobe Stock,helsinki,green,photo,coast,scenery,island
ABB EB CRYSTAL-MIN WIND POWER 29;;Photos;teamwork,Employer Branding,Crystal,windpower,Crystal-Min,Renewable Energy,wind,China,Product manager,Global Campaign,Employer Branding campaign,ABB People,wind power,sustainability,renewable,turbine
Microchips on a circuit board;A circuit board with the electronic components.;Photos;integrated,chip,diode,semiconductor,card,capacitor,electronic,development,interface,data,programming,board,resistor,computer,communication,network,connectivity,digital,hardware,science,system,research,technology,transistor,microprocessor,processor,cpu,circuit,Adobe Stock,power,microchip,detail,component
AdobeStock_505155603;Condenser microphone in recording home studio. Content creator working with laptop host streaming radio podcast interview conversation at home broadcast studio recording voice over radio.;Photos;voice,recording,streaming,waveform,lifestyles,home office,speaking,studio,mic,host,communication,interview,broadcast,broadcasting,background,internet,performance,record,creative,entertainment,professional,microphone,technology,speech,headphone,influencer,cable,closeup,audio,online,space,Adobe Stock,work,sound,media,conversation,voice over,podcast,condenser,AdobeStock,equipment,radio,live,laptop,speak,conference,indoors
Turbo generator;First cylindrical rotor for a turbo generator, 1901.;Photos;turbo generator,1901,CH-COM,rotor,historical image,cylindrical rotor,Switzerland
